Tool;IdNumber;ToolType;ToolUserType;Permanent;UnitsDiameter;Diameter;Angle;Radius;ProfileRadius;UpperRadius;NumTeeth;Description;TaperAngle;ShankDiameter;UnitsLength;Length;TotalLength;ShoulderLength;Startshoulderlength;TipLength;CuttingLength;HLength;Material;UnitsFeedSpin;Ftype;FeedXY;FeedZ;FeedFinish;Stype;Spin;SpinFinish;FeedZPenetration;FeedLeadIn;FeedLeadOut;FeedLink;ToolName;ToolGroupName;HolderName;GroupHolderName;Direction;ChamferLength;TipDiameter;ShoulderDiameter;ShoulderAngle;Message1;Message2;Message3;Message4;Message5;FloodCoolant;MistCoolant;HighPressureCoolant;LowPressureCoolant;ThroughHighPressureCoolant;ThroughLowPressureCoolant;AirBlastCoolant;MinimumQuantityLubricationCoolant;MinimumQuantityLubricationValue;Rough;SpinDirection;SpinLimit;ThreadingStandard;ThreadStandardByUser;ThreadingTableStandard;NumThreads;Pitch;PitchUnit
654;SPEZIAL_VARIOVAC_3X3_UNTEN;END MILL;3x3_unten_Spezialfr�ser_Variovac;1;mm;3;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 3er Fr�ser mit Haken / 3x3 untenAngebot-Nr. 21191121;0;3;mm;15;40.5196;30;0;0;6;95;None;mm;Fz;0.015;0.00628318;0.015;V;200;200;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3;30;202392 3;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
655;SPEZIAL_VARIOVAC_3.5X3.5_UNTEN;END MILL;3.5x3.5_unten_Spezialfr�ser_Variovac;1;mm;3.5;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 3.5er Fr�ser mit Haken / 3.5x3.5 untenAngebot-Nr. 21191121;0;3.5;mm;15;40.5;30;0;0;6;95;None;mm;Fz;0.015;0.00628318;0.015;V;200;200;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3.5;30;202392 3.5;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
656;SPEZIAL_VARIOVAC_4X3_UNTEN;END MILL;4x3_unten_Spezialfr�ser_Variovac;1;mm;4;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 4er Fr�ser mit Haken / 4x3 untenAngebot-Nr. 21191121;0;6;mm;17;40.5196;30;0;0;6;97;None;mm;Fz;0.015;0.00628318;0.015;V;200;200;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;4;30;202392 4;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
657;SPEZIAL_VARIOVAC_5X3_UNTEN;END MILL;5x3_unten_Spezialfr�ser_Variovac;1;mm;5;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 5er Fr�ser mit Haken / 5x3 untenAngebot-Nr. 21191121;0;5;mm;17;40.5196;7.2;0;0;6;97;None;mm;Fz;0.015;0.00628318;0.015;V;200;200;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;5;30;202392 5;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
658;SPEZIAL_VARIOVAC_3.5X2.5_UNTEN;END MILL;3.5x2.5_unten_Spezialfr�ser_Variovac;1;mm;3.5;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 5er Fr�ser mit Haken / 5x3 untenAngebot-Nr. 21191121;0;6;mm;8;43.01;15;0;0;10;88;None;mm;F;1000;300;800;S;3500;3500;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3.5;90;202392 5;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
659;SPEZIAL_KUGELFRAESER_D8.6;BALL NOSE MILL;D8.6_Spezialkugelfr�ser_Variovac;1;mm;8.6;0;4.3;0;0;4;Sonderkugelfr�ser Variovac / D8.6mm;0;10;mm;41;100;35;0;0;25;161;None;mm;F;800;500;800;S;5000;5000;Y;100;100;200;;;Weldon_304315_10;;On B-axis;0;0;8.6;45;9001200;304315 10;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
670;ADENSO_D3X2.9;END MILL;Adenso_SWZ_2.9x3;1;mm;3;0;0;0;0;2;Adenso_SWZ_2.9x3 / 9000200 / Angebot-Nr. 21214472;0;3;mm;58;50;3.6;0;0;3;88;None;mm;F;300;300;300;S;17500;17500;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3;0;9000200;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
671;ADENSO_D3.8X4;END MILL;Adenso_SWZ_4x3.8;1;mm;3.8;0;0;0;0;2;Adenso_SWZ_4x3.8;0;3.8;mm;60;50;50;0;0;50;90;None;mm;F;300;300;300;S;17500;17500;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3.8;0;9001120;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
672;ADENSO_D4.3X4;END MILL;Adenso_SWZ_4.3x4;1;mm;4.3;0;0;0;0;1;;0;4.3;mm;45;45;5.16;0;0;4.3;80;None;mm;F;400;300;400;S;17500;17500;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;4.3;0;9000200;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
673;ADENSO_D4.5X4;END MILL;Adenso_SWZ_4x4.5;1;mm;4.5;0;0;0;0;3;Adenso_SWZ_4x4.5 / Angebot-Nr. 21191121;0;4.5;mm;59;50;50;0;0;50;89;None;mm;F;600;600;600;S;17500;17500;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;4.5;0;9000200;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
674;ADENSO_D4.5X4.3;END MILL;Adenso_SWZ_4.3x4.5;1;mm;4.5;0;0;0;0;3;Adenso_SWZ_4.3x4.5;0;4.5;mm;65;50;50;0;0;50;95;None;mm;F;600;600;600;S;17500;17500;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;4.5;0;9000200;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
708;D0.8_BOHRER_VHM;DRILL;D0.8_VHM_Microbohrer_121220_0.8;1;mm;0.8;130;0;0;0;1;VHM Microbohrer / 121220;0;3;mm;13.5;38;11;0;0;10.5;135;None;mm;Fz;0.01;0.0115997;0.01;V;65;65;Y;100;100;200;;;extra_Schlanke_Spannzange_A120mm_304972;;On B-axis;0;0;1;30;121220 0 8;304972 2-6;309563 4;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
710;D1.0_BOHRER_VHM;DRILL;D1_VHM_Microbohrer_121220_1;1;mm;1;130;0;0;0;1;VHM Microbohrer / 121220;0;3;mm;13.5;38;11;0;0;10.5;175;None;mm;Fz;0.01;0.0115997;0.01;V;65;65;Y;100;100;200;;;extra_Schlanke_Spannzange_A160mm_304974;;On B-axis;0;0;1;30;121220 1;304974 2-6;309563 3;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
720;D2.0_BOHRER_VHM;DRILL;D2_VHM_Microbohrer_121220_2;1;mm;2;130;0;0;0;1;VHM Microbohrer / 121220;0;3;mm;15;42;13;0;0;10;135;None;mm;Fz;0.02;0.02;0.02;V;70;70;Y;100;100;200;;;Schrumpffutter_extra_Schlank_A=120mm_308318_3;;On B-axis;0;0;2;30;121220 2;308318 3;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
729;D2.9_BOHRER_VHM_BLAU;DRILL;D2.9_VHM_Bohrer_HPC_6xD_Edelstahl_122659;1;mm;2.9;140;0;0;0;1;VHM_HPC_Referenzbohrer mit 4 K�hlkanaelen;0;4;mm;25;57;21.05;0;0;21.05;155;None;mm;Fz;0.05;0.05;0.05;V;70;70;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_4;;On B-axis;0;0;4;0;122659 2.9;308196 4;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
730;D3.0_BOHRER_VHM_8XD;DRILL;D3_8xD_VHM_Hochleistungsbohrer_Gold_123106_3;1;mm;3;135;0;0;0;1;MasterSteel / Speed / 8xD / VHM / 123106;0;6;mm;37;72;33.5;0;0;29;157;None;mm;Fz;0.1;0.1;0.1;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0;0;3;30;123106 3;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
737;D3.7_BOHRER_VHM_BLAU;DRILL;D3.7_VHM_Bohrer_HPC_6xD_Edelstahl_122659;1;mm;3.7;140;0;0;0;1;VHM_HPC_Referenzbohrer mit 4 K�hlkanaelen;0;6;mm;31;66;28.05;0;0;22.5;151;None;mm;Fz;0.08;0.08;0.08;V;70;70;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0;0;3.7;45;122659 3.7;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
740;D4.0_BOHRER_VHM_12XD;DRILL;D4.0_12xD_VHM_Hochleistungsbohrer_Gold_123306_4;1;mm;4;135;0;0;0;1;VHM_Bohrer/12xD_Holex/123306/goldene_Beschichtung;0;6;mm;68;102;64;0;0;58;148;None;mm;Fz;0.1;0.1;0.1;V;150;150;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;4;30;123306 4;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
750;D5.0_BOHRER_VHM_8XD;DRILL;D5_8xD_VHM_Hochleistungsbohrer_Gold_123106_5;1;mm;5;135;0;0;0;1;VHM_Bohrer/8xD_Holex/123106/goldene_Beschichtung;0;6;mm;60;95;57;0;0;49.5;140;None;mm;Fz;0.1;0.1;0.1;V;150;150;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;5;30;123106 5;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
759;D5.9_BOHRER_VHM_BLAU;DRILL;D5.9_VHM_Bohrer_HPC_6xD_Edelstahl_122659;1;mm;5.9;140;0;0;0;1;VHM_HPC_Referenzbohrer mit 4 K�hlkanaelen 122659;0;6;mm;48;82;44.05;0;0;35.3;168;None;mm;Fz;0.12;0.12;0.12;V;70;70;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0;0;5.9;45;122659 5.9;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
760;D6.0_BOHRER_VHM_8XD;DRILL;D6_8xD_VHM_Hochleistungsbohrer_Gold_123106_6;1;mm;6;135;0;0;0;1;VHM_Bohrer/8xD_Holex/123106/goldene_Beschichtung;0;6;mm;60;95;57;0;0;48;180;None;mm;Fz;0.1;0.1;0.1;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0;0;6;30;123106 6;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
761;D6.1_BOHRER_VHM_8XD;DRILL;D6.1_8xD_VHM_Hochleistungsbohrer_Gold_123106_6.1;1;mm;6.1;135;0;0;0;1;D6.1 VHM_Bohrer/8xD_Holex/123106/goldene_Beschichtung;0;8;mm;80;114;76;0;0;66.9;160;None;mm;Fz;0.13;0.13;0.13;V;150;150;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;6.1;30;123106 6.1;308172 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
768;D6.8_BOHRER_VHM_BLAU;DRILL;D6.8_VHM_Bohrer_HPC_6xD_Edelstahl_122659;1;mm;6.8;140;0;0;0;1;VHM_HPC_Referenzbohrer mit 4 K�hlkanaelen 122659;0;8;mm;57;91;53;0;0;42.8;177;None;mm;Fz;0.12;0.12;0.12;V;70;70;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_8;;On B-axis;0;0;6.8;45;122659 6.8;308192 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
770;D7.0_BOHRER_VHM_6XD;DRILL;D7.0_MasterSteel_Speed_6xD_122715_7.0;1;mm;7;135;0;0;0;1;MasterSteel / Speed / 6xD / VHM / 122715;0;8;mm;57;91;53;0;0;42.5;137;None;mm;Fz;0.2;0.2;0.2;V;150;150;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;7;60;122715_7.0;308172_8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
775;D7.5_BOHRER_VHM_BLAU;DRILL;D7.5_VHM_Bohrer_HPC_6xD_Edelstahl_122659;1;mm;7.5;140;0;0;0;1;VHM_HPC_Referenzbohrer mit 4 K�hlkanaelen 122659;0;8;mm;57;91;53;0;0;42.8;177;None;mm;Fz;0.12;0.12;0.12;V;70;70;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_8;;On B-axis;0;0;7.5;45;122659 7.5;308192 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
785;D8.5_BOHRER_VHM_6XD;DRILL;D8.5_8xD_VHM_Hochleistungsbohrer_Gold_123106_8.5;1;mm;8.5;135;0;0;0;1;D8.5 VHM_Bohrer/8xD_Holex/123106/goldene_Beschichtung;0;10;mm;99;142;94.67;0;0;81.5;184;None;mm;Fz;0.13;0.13;0.13;V;150;150;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;8.5;30;123106 8 5;308172 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
788;D8.8_BOHRER_VHM_8XD;DRILL;D8.8_8xD_VHM_Hochleistungsbohrer_Gold_123106_8.8;1;mm;8.8;135;0;0;0;1;D8.8 VHM_Bohrer/8xD_Holex/123106/goldene_Beschichtung;0;10;mm;99;142;94.67;0;0;81.5;184;None;mm;Fz;0.13;0.13;0.13;V;150;150;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;8.8;30;123106 8.8;308172 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
793;D9.3_BOHRER_VHM_6XD;DRILL;D9.3_6xD_VHM_Hochleistungsbohrer_Gold_122630_9.3;1;mm;9.3;140;0;0;0;1;VHM_Bohrer_Hochleistungsbohrer 6xD 122630;0;10;mm;65;103;61.05;0;0;47.1;185;None;mm;Fz;0.22;0.22;0.22;V;110;110;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_10;;On B-axis;0;0;9.3;45;122630 9 3;308192 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
802;D10.2_BOHRER_VHM_BLAU;DRILL;D10.2_VHM_Bohrer_HPC_6xD_Edelstahl_122659;1;mm;10.2;140;0;0;0;1;VHM_HPC_Referenzbohrer mit 4 K�hlkanaelen;0;12;mm;75;118;71;0;0;55.7;195;None;mm;F;327;327;327;V;70;70;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_12;;On B-axis;0;0;10;45;122659 10.2;308192 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
820;D12_BOHRER_VHM_8XD_ALU;DRILL;D12_VHM_Bohrer_HPC_8xD_ALU_122808_12;1;mm;12;135;0;0;0;1;VHM Bohrer HPC / ALU / 8xD / 122808;0;12;mm;119;162;115;0;0;114;209;None;mm;Fz;0.4;0.4;0.4;V;320;320;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;12;0;122808 12;308172 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
835;D13.5_BOHRER_VHM_BLAU;DRILL;D13.5_VHM_Bohrer_HPC_6xD_Edelstahl_122659;1;mm;13.5;140;0;0;0;1;VHM_HPC_Referenzbohrer mit 4 K�hlkanaelen;0;14;mm;81;124;77.05;0;0;55.7;201;None;mm;F;327;327;327;V;70;70;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_14;;On B-axis;0;0;14;0;122659 13.5;308192 14;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
840;D14_WP_BOHRER;BORE;D14_Wendeplattenbohrer_QR0140070JER00;1;mm;14;0;0.4;0;0;2;D14_Wendeplattenbohrer_QR0140070JER00 / Ingersoll;0;14;mm;170;136.4;40;0;0;6;170;None;mm;F;120;120;120;V;160;160;N;100;100;200;;;Vollbohrer_25_307005_25;;On B-axis;0;0;14;0;QR0140070JER00;307005 25;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
845;D20_BOHRER_WSP_VHM;DRILL;D20_BOHRER_VHM_WSP;1;mm;20;118;0;0;0;1;D20_BOHRER_VHM_WSP;0;20;mm;205;250;210;0;0;190;285;None;mm;Fz;0.3;0.3;0.3;V;50;50;Y;100;100;200;;;Weldon_304272_20;;On B-axis;0;0;20;0;unbekannt;304272 20;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
850;D25_WP_BOHRER;BORE;D25_Wendeplattenbohrer_QR0250100JFR00;1;mm;25;0;0.4;0;0;2;D25_Wendeplattenbohrer_QR0250100JFR00 / Ingersoll;0;25;mm;211;177.5;3.6;0;0;3;211;None;mm;F;120;120;120;V;160;160;N;100;100;200;;;Vollbohrer_25_307005_25;;On B-axis;0;0;25;0;QR0250100JFR00;307005 25;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
851;D25_BOHRER_HSS;DRILL;D25_BOHRER_HSS;1;mm;25;118;0;0;0;1;G�HRING BSBK;0;30;mm;155;200;150;0;0;140;235;None;mm;Fz;0.1;0.3;0.1;V;50;50;Y;100;100;200;;;Weldon_304272_20;;On B-axis;0;0;25;90;unbekannt;304272 20;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
855;D35_WP_BOHRER;BORE;D35_Wendeplattenbohrer_QR0350140JGR00;1;mm;35;0;0.4;0;0;2;D35_Wendeplattenbohrer_QR0350140JGR00 / Ingersoll;0;35;mm;259;219;12;0;0;10;259;None;mm;F;120;120;120;V;160;160;N;100;100;200;;;Vollbohrer_32_307005_32;;On B-axis;0;0;35;0;QR0350140JGR00;307005 32;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1214;D12_ALU_DLC_NEU;END MILL;D12_ALU_DLC_202272_12;1;mm;12;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/202272;0;12;mm;40;83;36;0;0;26;160;None;mm;F;1360.77;800;900;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_12;;On B-axis;0;0;12;0;202272 12;308192 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1215;D16_ALU_DLC_NEU;END MILL;D16_ALU_DLC_202272_16;1;mm;16;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/202272;0;16;mm;47;92;42;0;0;36;177;None;mm;F;1247.38;750;800;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_16;;On B-axis;0;0;16;0;202272 16;308196 16;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1216;D20_CHIP_SURFER_ALU;FACE MILL;D20_Chip_Surfer_46D20012TSRD05;1;mm;20;0;0;0;0;4;Ingersoll / Chip Surfer / 5811393 - 46D20012TSRD05;90;32;mm;38.8;39.3;14.4;14.4;0;12;225;None;mm;Fz;0.08;0.08;0.08;V;900;900;N;100;100;200;;;Schrumpffutter_kurz_308165_20;;On B-axis;0;20;32;0;46D20012TSRD05;308165 20;S020T12HA120;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1350;PILOT_D5_VHM_ALU;DRILL;VHM_Pilot_ALU_122606_5;1;mm;5;140;0;0;0;1;VHM Pilotbohrer / ALU / Gelbring;0;6;mm;42;82;38;0;0;36.5;122;None;mm;Fz;0.25;0.25;0.25;V;350;350;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;5;45;122606 5;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1360;PILOT_D6_VHM_ALU;DRILL;VHM_Pilot_ALU_122606_6;1;mm;6;140;0;0;0;1;VHM Pilotbohrer / ALU / Gelbring;0;6;mm;40;82;36;0;0;35;120;None;mm;Fz;0.25;0.25;0.25;V;350;350;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;6;45;122606 6;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1380;PILOT_D8_VHM_ALU;DRILL;VHM_Pilot_ALU_122606_8;1;mm;8;140;0;0;0;1;VHM Pilotbohrer / ALU / Gelbring;0;8;mm;57;91;54;0;0;53;137;None;mm;Fz;0.32;0.32;0.32;V;350;350;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;8;45;122606 8;308172 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1400;PILOT_D10_VHM_ALU;DRILL;VHM_Pilot_ALU_122606_10;1;mm;10;140;0;0;0;1;VHM Pilotbohrer / ALU / Gelbring;0;10;mm;66;103;62;0;0;61;151;None;mm;Fz;0.4;0.4;0.4;V;350;350;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;10;0;122606 10;308172 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1522;D2.2_TIEFLOCH_20XD;DRILL;D2.2_Tiefloch_20xD_123690_2.2;1;mm;2.2;135;0;0;0;1;VHM-HPC-Tieflochbohrer zylindrischer Schaft DIN 6535 HA 20�D 2 2 mm;0;4;mm;55;92;50;0;0;46.7;135;None;mm;Fz;0.06;0.06;0.06;V;100;100;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_4;;On B-axis;0;0;4;0;123690 2.2;308172 4;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1530;D3_TIEFLOCH_20XD;DRILL;D3_Tiefloch_20xD_123690_3;1;mm;3;135;0;0;0;1;VHM-HPC-Tieflochbohrer zylindrischer Schaft DIN 6535 HA 20�D 3 mm;0;6;mm;80;120;80;0;0;75.5;160;None;mm;Fz;0.06;0.06;0.06;V;100;100;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;6;0;123690 3;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1550;D5_TIEFLOCH_ALU_25XD;DRILL;D5_Tiefloch_25xD_123593_5;1;mm;5;135;0;0;0;1;VHM-HPC-Tieflochbohrer zylindrischer Schaft DIN 6535 HA 25�D 5 mm;0;6;mm;140;180;135;0;0;127.5;220;None;mm;Fz;0.02;0.02;0.02;V;120;120;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;6;0;123593 5;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1560;D6_TIEFLOCH_ALU_25XD;DRILL;D6_Tiefloch_25xD_123593_6;1;mm;6;135;0;0;0;1;VHM Tieflochbohrer / 25xD / ALU;0;6;mm;168;240;160;0;0;159;248;None;mm;Fz;0.2;0.2;0.2;V;135;135;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;6;0;123593 6;308172 6;0;;HSK63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1580;D8_TIEFLOCH_ALU_20XD;DRILL;D8_Tiefloch_20xD_123590_8;1;mm;8;135;0;0;0;1;VHM Tieflochbohrer / 20xD / ALU;0;8;mm;186;230;181;0;0;180;266;None;mm;Fz;0.25;0.25;0.25;V;150;150;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;8;0;123590 8;308172 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1581;D8_TIEFLOCH_ALU_25XD;DRILL;D8_Tiefloch_25xD_123593_8;1;mm;8;135;0;0;0;1;VHM Tieflochbohrer / 25xD / ALU;0;8;mm;225;260;221;0;0;220;305;None;mm;Fz;0.25;0.25;0.25;V;135;135;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;8;0;123593 8;308172 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1600;D10_TIEFLOCH_ALU_25XD;DRILL;D10_Tiefloch_25xD_123593_10;1;mm;10;135;0;0;0;1;VHM Tieflochbohrer / 25xD / ALU;0;10;mm;273;310;269;0;0;268;358;None;mm;Fz;0.3;0.3;0.3;V;135;135;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;10;0;123593 10;308172 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1601;D10_TIEFLOCH_ALU_30XD;DRILL;D10_Tiefloch_30xD_123595_10;1;mm;10;135;0;0;0;1;VHM Tieflochbohrer / 25xD / ALU;0;10;mm;335;380;331;0;0;330;420;None;mm;Fz;0.27;0.27;0.27;V;120;120;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;10;0;123595 10;308172 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
1602;D10.2_TIEFLOCH_ALU_30XD;DRILL;D10_Tiefloch_30xD_123595_10.2;1;mm;10.2;135;0;0;0;1;VHM-HPC-Tieflochbohrer zylindrischer Schaft DIN 6535 HA 30�D 10 2 mm;0;12;mm;350;430;255;0;0;240;440;None;mm;F;468.103;468.103;468.103;V;100;100;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;12;0;123595 10.2;308172 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
