Tool;IdNumber;ToolType;ToolUserType;Permanent;UnitsDiameter;Diameter;Angle;Radius;ProfileRadius;UpperRadius;NumTeeth;Description;TaperAngle;ShankDiameter;UnitsLength;Length;TotalLength;ShoulderLength;Startshoulderlength;TipLength;CuttingLength;HLength;Material;UnitsFeedSpin;Ftype;FeedXY;FeedZ;FeedFinish;Stype;Spin;SpinFinish;FeedZPenetration;FeedLeadIn;FeedLeadOut;FeedLink;ToolName;ToolGroupName;HolderName;GroupHolderName;Direction;ChamferLength;TipDiameter;ShoulderDiameter;ShoulderAngle;Message1;Message2;Message3;Message4;Message5;FloodCoolant;MistCoolant;HighPressureCoolant;LowPressureCoolant;ThroughHighPressureCoolant;ThroughLowPressureCoolant;AirBlastCoolant;MinimumQuantityLubricationCoolant;MinimumQuantityLubricationValue;Rough;SpinDirection;SpinLimit;ThreadingStandard;ThreadStandardByUser;ThreadingTableStandard;NumThreads;Pitch;PitchUnit
188;M12_GEWINDE_FORMER;TAP;M12_Gewindeformer_139230_H�lse;1;mm;12;0;0;0;0;1;M12_HSS Gewindeformer mit Schmiernuten / 139230 / IKZ;0;6;mm;128;18;18;0;0;18;193;None;mm;Fz;1.75;1.75;1.75;V;40;40;Y;100;100;200;;;Gewinde_MLA_M6-M20_338110;;On B-axis;1.25;11.5;6;0;139230 M12;338110 M1-12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;1.75;mm
191;VHM_BOHRER_D3.9_4H7;DRILL;D3.9_MasterSteel_Speed_6xD_122715_3.9;1;mm;3.9;135;0;0;0;1;MasterSteel / Speed / 6xD / VHM / 122715;0;6;mm;40;74;37;0;0;37;160;None;mm;Fz;0.1;0.1;0.1;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0;0;4;30;122715 3 9;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
192;VHM_BOHRER_D4.9_5H7;DRILL;D4.9_MasterSteel_Speed_6xD_122715_4.9;1;mm;4.9;135;0;0;0;1;MasterSteel / Speed / 6xD / VHM / 122715;0;6;mm;48;82;44;0;0;44;168;None;mm;Fz;0.13;0.13;0.13;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0;0;4.9;30;122715 4 9;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
193;VHM_BOHRER_D5.9_6H7;DRILL;D5.9_MasterSteel_Speed_6xD_122715_5.9;1;mm;5.9;135;0;0;0;1;MasterSteel / Speed / 6xD / VHM / 122715;0;6;mm;48;82;44;0;0;44;168;None;mm;Fz;0.18;0.18;0.18;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0;0;5.9;30;122715 5 9;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
194;VHM_BOHRER_D7.8_8H7;DRILL;D7.8_MasterSteel_Speed_6xD_122715_7.8;1;mm;7.8;135;0;0;0;1;MasterSteel / Speed / 6xD / VHM / 122715;0;8;mm;57;91;53;0;0;41.3;177;None;mm;Fz;0.2;0.2;0.2;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_8;;On B-axis;0;0;7.8;30;122715 7 8;308192 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
195;VHM_BOHRER_D9.8_10H7;DRILL;D9.8_MasterSteel_Speed_6xD_122715_9.8;1;mm;9.8;135;0;0;0;1;MasterSteel / Speed / 6xD / VHM / 122715;0;10;mm;65;103;61;0;0;61;185;None;mm;Fz;0.22;0.22;0.22;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_10;;On B-axis;0;0;9.8;30;122715 9 8;308192 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
196;VHM_BOHRER_D11.8_12H7;DRILL;D11.8_MasterSteel_Speed_6xD_122715_11.8;1;mm;11.8;135;0;0;0;1;MasterSteel / Speed / 6xD / VHM / 122715;0;12;mm;75;118;71;0;0;71;195;None;mm;Fz;0.25;0.25;0.25;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_12;;On B-axis;0;0;11.8;30;122715 11 8;308192 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
199;HSS_REIBAHLE_3H7;REAMER;Reibahle;1;mm;3;0;0;0;0;1;NC-Reibahle H7 3;0;3;mm;30;75;25;0;0;25;160;None;mm;F;1000;300;800;V;15;15;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_3;;On B-axis;2;2;3;0;162900 3;308196 3;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
200;VHM_REIBAHLE_4H7;REAMER;4H7_VHM_Reibahle_DL_164420;1;mm;4;0;0;0;0;4;Hochleistungs-Reibahle/ 4H7 / MasterSteel / 164420;0;6;mm;42;75;39;0;0;8;162;None;mm;F;5800;5800;5800;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0.5;3.5;3.75;45;164420 4;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
201;VHM_REIBAHLE_5H7;REAMER;5H7_VHM_Reibahle_DL_164420;1;mm;5;0;0;0;0;4;Hochleistungs-Reibahle/ 5H7 / MasterSteel / 164420;0;6;mm;42;75;39;0;0;8;162;None;mm;F;4700;4700;4700;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0.5;4.5;4.75;45;164420 5;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
202;VHM_REIBAHLE_6H7;REAMER;6H7_VHM_Reibahle_DL_164420;1;mm;6;0;0;0;0;6;Hochleistungs-Reibahle/ 6H7 / MasterSteel / 164420;0;6;mm;42;75;39;0;0;8;162;None;mm;F;6700;6700;6700;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_6;;On B-axis;0.5;5.5;5.75;45;164420 6;308192 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
203;VHM_REIBAHLE_8H7;REAMER;8H7_VHM_Reibahle_DL_164420;1;mm;8;0;0;0;0;6;Hochleistungs-Reibahle/ 8H7 / MasterSteel / 164420;0;8;mm;68;100;64;0;0;10;188;None;mm;F;5500;5500;5500;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_8;;On B-axis;0.5;7.5;7.75;45;164420 8;308192 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
204;VHM_REIBAHLE_10H7;REAMER;10H7_VHM_Reibahle_DL_164420;1;mm;10;0;0;0;0;6;Hochleistungs-Reibahle/ 10H7 / MasterSteel / 164420;0;10;mm;84;120;80;0;0;12;204;None;mm;F;5700;5700;5700;S;4774.65;4774.65;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_10;;On B-axis;0.5;9.5;9.75;45;164420 10;308192 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
205;VHM_REIBAHLE_12H7;REAMER;12H7_VHM_Reibahle_DL_164420;1;mm;12;0;0;0;0;6;Hochleistungs-Reibahle/ 12H7 / MasterSteel / 164420;0;12;mm;80;120;75;0;0;12;200;None;mm;F;5800;5800;5800;V;150;150;Y;100;100;200;;;Schrumpffutter_lang_A=120mm_308192_12;;On B-axis;0.5;11.5;10.75;45;164420 12;308192 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
207;D0.8_ALU_MICRO_DLC;END MILL;D0.8_Micro_ALU_201140;1;mm;0.8;0;0;0;0;2;D0.8_VHM_Micro_Pr�zision_201140;0;4;mm;8;45;4;0;0;1.2;138;None;mm;Fz;0.005;0.00857143;0.005;S;17500;17500;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_4;;On B-axis;0;0;0.79;30;201140 0 8X4;308196 4;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
208;D3_ALU_DLC;END MILL;D3_ALU_DLC_202272_3;1;mm;3;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/Schutzfase/202270;0;3;mm;17;57;13;0;0;8;147;None;mm;F;1000;300;800;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_6;;On B-axis;0;0;3;0;202272 3;308196 6;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
209;D4_ALU_DLC;END MILL;D4_ALU_DLC_202272_4;1;mm;4;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/Schutzfase/202270;0;4;mm;21;57;17;0;0;11;151;None;mm;F;1200;300;800;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_6;;On B-axis;0;0;4;0;202272 4;308196 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
210;D5_ALU_DLC;END MILL;D5_ALU_DLC_202272_5;1;mm;5;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/Schutzfase/202270;0;5;mm;22;57;19;0;0;13;152;None;mm;F;1016.05;300;800;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_6;;On B-axis;0;0;5;0;202272 5;308196 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
211;D6_ALU_DLC;END MILL;D6_ALU_DLC_202272_6;1;mm;6;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/202272;0;6;mm;22;57;19;0;0;13;152;None;mm;F;1000;500;800;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_6;;On B-axis;0;0;6;0;202272 6;308196 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
212;D8_ALU_DLC;END MILL;D8_ALU_DLC_202272_8;1;mm;8;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/202272;0;8;mm;28;63;25;0;0;21;158;None;mm;F;1133.98;600;850;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_8;;On B-axis;0;0;8;0;202272 8;308196 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
213;D10_ALU_DLC;END MILL;D10_ALU_DLC_202272_10;1;mm;10;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/202272;0;10;mm;34;72;30;0;0;22;164;None;mm;F;1270.06;650;875;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_10;;On B-axis;0;0;10;0;202272 10;308196 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
214;D12_ALU_DLC;END MILL;D12_ALU_DLC_202272_12;1;mm;12;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/202272;0;12;mm;40;83;36;0;0;26;170;None;mm;F;1360.77;800;900;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_12;;On B-axis;0;0;12;0;202272 12;308196 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
215;D16_ALU_DLC;END MILL;D16_ALU_DLC_202272_16;1;mm;16;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/normale Schneiden/202272;0;16;mm;47;92;42;0;0;36;177;None;mm;F;1247.38;750;800;V;380;410;Y;100;100;200;;;Schrumpffutter_lang_A=130mm_308196_16;;On B-axis;0;0;16;0;202272 16;308196 16;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
217;D6_ALU_MASTER_SCHLICHT;END MILL;D6_Master_ALU_Schlicht_203204;1;mm;6;0;0;0;0;5;D6 Master Alu / 203204;0;6;mm;33;65;32;0;0;24;113;None;mm;Fz;0.045;0.03;0.045;V;450;450;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;5.8;90;203203 6;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
218;D8_ALU_MASTER_SCHLICHT;END MILL;D8_Master_ALU_Schlicht_203204;1;mm;8;0;0;0;0;5;D8 Master Alu / 203204;0;8;mm;43;75;40;0;0;32;123;None;mm;Fz;0.045;0.03;0.045;V;450;450;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;7.8;90;203203 8;308172 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
219;D10_ALU_MASTER_SCHLICHT;END MILL;D10_Master_ALU_Schlicht_203204;1;mm;10;0;0;0;0;5;D10 Master Alu / 203204;0;10;mm;58;90;48;0;0;40;143;None;mm;Fz;0.045;0.03;0.045;V;450;450;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;9.8;90;203203 10;308172 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
220;D12_ALU_MASTER_SCHLICHT;END MILL;D10_Master_ALU_Schlicht_203204;1;mm;12;0;0;0;0;5;D12 Master Alu / 203204;0;12;mm;68;100;56;0;0;48;158;None;mm;Fz;0.045;0.03;0.045;V;450;450;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;11.8;90;203203 12;308172 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
221;D16_ALU_MASTER_SCHLICHT;END MILL;D16_Master_ALU_Schlicht_203203;1;mm;16;0;0;0;0;5;D16 Master Alu / 203203;0;16;mm;60;110;55;0;0;48;155;None;mm;Fz;0.06;0.04;0.06;V;500;500;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_16;;On B-axis;0;0;16;0;203203 16;308172 16;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
222;D20_ALU_MASTER_SCHLICHT;END MILL;D20_VHM_ALU_Master_Schlichtfr�ser_extra_lang_203205_20;1;mm;20;0;0;0;0;5;203205_20 / VHM Schlichtfr�ser / ALU / extra Freigeschliffen;0;20;mm;125;175;125;0;0;100;200;None;mm;Fz;0.0571429;0.04;0.0571429;V;450;450;Y;100;100;200;;;Schrumpffutter_kurz_308165_20;;On B-axis;0;0;20;0;203205 20;308165 20;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
228;D16_ALU_DLC_LANG;END MILL;D16_ALU_DLC_lang_202282_16;1;mm;16;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/lange durchgehende Schneiden/202282;0;16;mm;85;132;80;0;0;65;180;None;mm;F;1250;750;850;V;250;290;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_16;;On B-axis;0;0;16;0;202282 16;308172 16;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
234;D16_ALU_SLOTMASCHINE;END MILL;D16_Master_Alu_SlotMachine_TPC_205267;1;mm;16;0;0;0;0;4;Master SlotMachine ALU / D16 / 205267 / DLC;0;16;mm;63;108;58;0;0;48;158;None;mm;Fz;0.185;0.15;0.185;V;400;400;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_16;;On B-axis;0;0;16;0;205267 16;308172 16;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
240;D4_ALU_DLC_UEBERLANG;END MILL;D4_ALU_DLC_extra_lang_202274_4;1;mm;4;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/extra_lang/202274;0;6;mm;30;80;24;0;0;6.5;110;None;mm;F;1133.98;907.183;978.803;V;380;410;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3.7;45;202274 4;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
241;D6_ALU_DLC_UEBERLANG;END MILL;D6_ALU_DLC_extra_lang_202274_6;1;mm;6;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/extra_lang/202274;0;6;mm;45;80;42;0;0;10;125;None;mm;Fz;0.025;0.02;0.02;V;380;410;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;5.7;45;202274 6;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
242;D8_ALU_DLC_UEBERLANG;END MILL;D8_ALU_DLC_extra_lang_202274_8;1;mm;8;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/extra_lang/202274;0;8;mm;65;100;62;0;0;13;145;None;mm;Fz;0.025;0.02;0.02;V;380;410;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;7.4;90;202274 8;308172 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
243;D10_ALU_DLC_UEBERLANG;END MILL;D10_ALU_DLC_extra_lang_202274_10;1;mm;10;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/extra_lang/202274;0;10;mm;62;100;58;0;0;16;147;None;mm;Fz;0.035;0.03;0.03;V;380;410;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;9.2;90;202274 10;308172 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
244;D12_ALU_DLC_UEBERLANG;END MILL;D12_ALU_DLC_extra_lang_202274_12;1;mm;12;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/extra_lang/202274;0;12;mm;77;120;73;0;0;19;167;None;mm;Fz;0.05;0.04;0.04;V;380;410;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;11;90;202274 12;308172 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
245;D16_ALU_DLC_UEBERLANG;END MILL;D16_ALU_DLC_extra_lang_202274_16;1;mm;16;0;0;0;0;3;VHM Schaftfr�ser/DLC/ALU/extra_lang/202274;0;16;mm;105;150;100;0;0;25;200;None;mm;Fz;0.05;0.04;0.04;V;380;410;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_16;;On B-axis;0;0;15;90;202274 16;308172 16;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
250;D4_R1_TORUS_ALU;BULL NOSE MILL;D4_R1_Torus_ALU_normal_206230;1;mm;4;0;1;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;6;mm;21;57;17;0;0;11;101;None;mm;Fz;0.02;0.0125;0.0125;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3.7;60;206230 4 1;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
251;D5_R1_TORUS_ALU;BULL NOSE MILL;D5_R1_Torus_ALU_normal_206230;1;mm;5;0;1;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;6;mm;22;57;19;0;0;13;102;None;mm;Fz;0.02;0.0125;0.0125;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;4.7;60;206230 5 1;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
252;D6_R1_TORUS_ALU;BULL NOSE MILL;D6_R1_Torus_ALU_normal_206230;1;mm;6;0;1;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;6;mm;22;57;19;0;0;13;102;None;mm;Fz;0.025;0.015;0.015;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;5.7;90;206230 6 1;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
253;D8_R1_TORUS_ALU;BULL NOSE MILL;D8_R1_Torus_ALU_normal_206230;1;mm;8;0;1;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;8;mm;28;63;25;0;0;21;108;None;mm;Fz;0.03;0.018;0.018;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;7.4;90;206230 8 1;308172 8;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
254;D8_R2_TORUS_ALU;BULL NOSE MILL;D8_R2_Torus_ALU_normal_206230;1;mm;8;0;2;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;8;mm;28;63;25;0;0;21;108;None;mm;Fz;0.03;0.018;0.018;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;7.4;90;206230 8 2;308172 8;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
255;D10_R1_TORUS_ALU;BULL NOSE MILL;D10_R1_Torus_ALU_normal_206230;1;mm;10;0;1;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;10;mm;34;72;30;0;0;22;119;None;mm;Fz;0.04;0.025;0.025;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;9.2;90;206230 10 1;308172 10;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
256;D10_R2_TORUS_ALU;BULL NOSE MILL;D10_R2_Torus_ALU_normal_206230;1;mm;10;0;2;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;10;mm;34;72;30;0;0;22;119;None;mm;Fz;0.04;0.025;0.025;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;9.2;90;206230 10 2;308172 10;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
257;D10_R3_TORUS_ALU;BULL NOSE MILL;D10_R3_Torus_ALU_normal_206230;1;mm;10;0;3;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;10;mm;34;72;30;0;0;22;119;None;mm;Fz;0.04;0.025;0.025;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_10;;On B-axis;0;0;9.2;90;206230 10 3;308172 10;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
258;D12_R1_TORUS_ALU;BULL NOSE MILL;D12_R1_Torus_ALU_normal_206230;1;mm;12;0;1;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;12;mm;40;83;36;0;0;26;130;None;mm;Fz;0.06;0.04;0.04;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;11;90;206230 12 1;308172 12;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
259;D12_R2_TORUS_ALU;BULL NOSE MILL;D12_R2_Torus_ALU_normal_206230;1;mm;12;0;2;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;12;mm;40;83;36;0;0;26;130;None;mm;Fz;0.06;0.04;0.04;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;11;90;206230 12 2;308172 12;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
260;D12_R3_TORUS_ALU;BULL NOSE MILL;D12_R3_Torus_ALU_normal_206230;1;mm;12;0;3;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;12;mm;40;83;36;0;0;26;130;None;mm;Fz;0.06;0.04;0.04;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;11;90;206230 12 3;308172 12;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
261;D16_R1_TORUS_ALU;BULL NOSE MILL;D16_R1_Torus_ALU_normal_206230;1;mm;16;0;1;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;16;mm;47;92;42;0;0;36;142;None;mm;Fz;0.07;0.05;0.05;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_16;;On B-axis;0;0;15;90;206230 16 1;308172 16;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
262;D16_R2_TORUS_ALU;BULL NOSE MILL;D16_R2_Torus_ALU_normal_206230;1;mm;16;0;2;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;16;mm;47;92;42;0;0;36;142;None;mm;Fz;0.07;0.05;0.05;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_16;;On B-axis;0;0;15;90;206230 16 2;308172 16;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
263;D16_R4_TORUS_ALU;BULL NOSE MILL;D16_R4_Torus_ALU_normal_206230;1;mm;16;0;4;0;0;3;VHM Torus/ ALU/ 206230/ normale Schneidenl�nge;0;16;mm;47;92;42;0;0;36;142;None;mm;Fz;0.07;0.05;0.05;V;410;430;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_16;;On B-axis;0;0;15;90;206230 16 4;308172 16;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
276;D4_R0.4_TORUS_STAHL;BULL NOSE MILL;D4_R0.4_Torus_STAHL_normal_206357;1;mm;4;0;0.4;0;0;4;VHM Torus/ STAHL / 206357 / normale Schneidenl�nge;0;6;mm;23;50;20;0;0;11;103;None;mm;Fz;0.03;0.018;0.018;V;200;240;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3.8;90;206357 4 0.4;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
277;D8_R0.5_TORUS_STAHL;BULL NOSE MILL;D8_R0.5_Torus_STAHL_normal_206357;1;mm;8;0;0.5;0;0;4;VHM Torus/ STAHL / 206357 / normale Schneidenl�nge;0;8;mm;30;63;27;0;0;19;110;None;mm;Fz;0.045;0.04;0.04;V;200;240;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;7.5;90;206357 8 0.5;308172 8;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
278;D8_R1_TORUS_STAHL;BULL NOSE MILL;D8_R1_Torus_STAHL_normal_206357;1;mm;8;0;1;0;0;4;VHM Torus/ STAHL / 206357 / normale Schneidenl�nge;0;8;mm;30;63;27;0;0;19;110;None;mm;Fz;0.045;0.04;0.04;V;200;240;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;7.5;90;206357 8 1;308172 8;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
